utterances	labels
How's everything going for you lately?	interpersonal interactions and relationships
Well, being an elderly is not easy. My daily routines are taking longer day by day.	self-care
Can you explain what kind of routines are taking up more time?	none
Mostly functionalities around personal affairs, such as managing my finances that takes up extraneous efforts nowadys. 	domestic life areas
When do you usually use self-service banking or ATM services?	communication
I still use ATM or Online Banking regurlarly to carry out any procedures regarding financial operations.	communication
That's impressive!	interpersonal interactions and relationships
Yes. But I still need support and advice most for handling bills and documenting my expenses properly nowadays.	interpersonal interactions and relationships
Why not upscale your knowledge by doing free finance related courses across various	learning and applying knowledge
--------------------	--------------------
How have you been lately?	interpersonal interactions and relationships
Oh, pretty good. Just busy with my daily life.	general tasks and demands
Sounds interesting. What kind of activities keeps you busy lately?	interpersonal interactions and relationships
Well, In terms of financial major life areas, Saving money becomes tricky these days since I cant go anywhere. 	major life areas
I see, how do you plan yourself these days for saving money during the pandemic lockdown Situations?	major life areas
Usually, As typical day major life events Maintain a bank accounts happens automatically, so during this pandemic situation I initiated having regular video meetings with Retirement and earnings maximally consultants virtually.	major life areas
That's a good initiative. Have the councils helped you in identifying some Possible other Income Stabilizing options besides usual way?	major life areas
Yes	none
--------------------	--------------------
Hey, how was your day, been up to anything?	interpersonal interactions and relationships
Oh, not much really, just scrubbing around the house like usual.	domestic life areas
It sounds like you’re keeping busy regardless.	interpersonal interactions and relationships
Yes, I like to take breaks during my days if time stands to watch movies.	leisure and recreation
The movies sure sound therapeutic.	leisure and recreation
I’ve always enjoyed the cinema. I often feel nice to treat myselfto appreciate gratitude.	leisure and recreation
Have you yet reserved getting your television or signed with another provider only once quoted you mention before?	none
Mandy often resolves technical posttest mind dish organizing bills. Combining all events of my own takes absolutely too much effort along combining enough of addressing addressedsocietal non-Anglo	none
--------------------	--------------------
What did you do today?	major life areas
Oh, just like every day, woke up early, had breakfast, washed some clothes, and paid the electric bill at the bank.	domestic life areas
How often do you pay the bills?	domestic life areas
Every two months, it's easier for me to remember the date.	domestic life areas
Do you pay them in cash or do you use a card?	domestic life areas
Nowadays, I only use my cards. I deposit all retirement payouts quite three decades back. 	major life areas
Where do you deposit your money, at an authorized bank or a money changer?	major life areas
Oh, I have a current account with one bank. Nothing competitive really....but I guess you couldn't bank of two banker...:|	none
--------------------	--------------------
So how have you been, have you been keeping busy?	interpersonal interactions and relationships
Oh, well I've been spending most of my time handling my bills.	domestic life areas
Bills? What kind exactly?	domestic life areas
Gas, electricity – one or the other always keeps cropping up. 	domestic life areas
