utterances	labels
Friend: So, how was your day, Mr. Peterson?	none
Patient: It was decent. Today, I learned some new crochet stitches.	learning and applying knowledge
Friend: Oh, that's interesting! When did you learn them?	none
Patient: At a class I attend twice a week, at my local senior center.	learning and applying knowledge
Friend: And how does learn crafting activities benefit you?	none
Patient: It greatly benefits me to express myself through creative activities. Also, being able to crochet fresh hats and scarves warms people spiritually. 	learning and applying knowledge, interpersonal interactions and relationships
Friend: I completely understand how that goes. How's the course required for seniors specifically setting up their blogs working out?	learning and applying knowledge
Patient: Well, remember how limited my idea was When Blog turned out to craft home garden somewhere-- which was somehow quite difficult?	none
--------------------	--------------------
I notice you are always busy making something when I pass by in your house.	domestic life areas
Oh, yes! I have some hobbies that provide inspiration whenever I make things.	domestic life areas
How long have had this activity in your life? It seems like you are really gifted in craft work.	learning and applying knowledge
I started enjoying crafting by watching my mum. Now, If there's empty time at home, I take a hammer and iron tools to make anything artsy using scrapboard materials I find thrown around.	learning and applying knowledge
How does orchestrating such projects add purpose well spent?	major life areas
Actually, contributing plenty during daily work was not allowed at Company's logistic and reception, paving got me home quicker than I anticipated so I determined craftsmanship as a clear past	major life areas
--------------------	--------------------
Hi! How was your day, do you want to talk about it?	interpersonal interactions and relationships
It was not activity-packed day. I just spent my time taking care of my household by cleaning from top to bottom	domestic life areas
That really appears as a strenuous task. When do you usually embark on clothes-making activities?	domestic life areas
I love Do It Yourself I frequently tag along some online drafting schemes for customization, during hand craft-making my health skill helps however organization becomes subject of difficulty at times. Consequently when something ought to be accomplished dexter to accompany behind me stay spotlessly structural in my strategy	learning and applying knowledge, general tasks and demands
I understand. Without being inculcated. How about baking? You mentioned once how much you enjoy experimenting in culinary,	domestic life areas
--------------------	--------------------
What did you do today?	general tasks and demands
I learned how to crochet today.	learning and applying knowledge
Oh, how did you learn?	communication
My granddaughter taught me how to do it.	interpersonal interactions and relationships
When did you start getting interested in crocheting?	none
