utterances	labels
What did you do today?	learning and applying knowledge
I finished reading a new book.	learning and applying knowledge
Awesome! What knowledge did you gain from it?	learning and applying knowledge
I gained knowledge about animal behavior and adaptation to changing environment.	learning and applying knowledge
That's interesting. How do you plan to apply this new knowledge in daily life?	learning and applying knowledge
I can use what I have learned to explain the behaviors and habits of my neighbor's pets and help my husband take care of his canary bird.	learning and applying knowledge
That's a very creative way to utilize new things you learned! Have you faced any challenges studying new things?	general tasks and demands
Nowadays, technology and digital tools made me frustrated and it sometimes stop me from studying new required tools, such as ones for virtual gatherings.	general tasks and demands
Yes	none
--------------------	--------------------
Hi, how has your week been, how's everything going on?	communication
My week has been good, just been trying to keep myself entertained as best as possible. 	learning and applying knowledge
Sounds great! So, did you learn anything new this week? 	communication
Actually, yes! I watched a great documentary on Netflix recently about Wildlife conservation. It was really interesting. You would never know how those little cutthroat warmate your views really encaps eals Would et miss out on fascinated learning Opportunitiesed around the beautiful changing land scape.	learning and applying knowledge
That's great! When did you watch it?	communication
I watched it earlier this week. To tell you the truth, I've recently been around the situation where learng sazaoent	none
--------------------	--------------------
Hi! I'd like to know more about your daily routine, could you tell me what your day is usually like?	none
Oh hello! Sure, I tend to spend most of day time normally engaged in reading, and I enjoy paintings. Occasionally, I take a small dash outside for a helpful inspiration stroll right contemplation. It co MEditate nothing too deep, simple where my mind wonders to life, solving puz Mr ples exploring 'what ifs,' catching up with friends.	learning and applying knowledge, general tasks and demands, communication, mobility, self-care, domestic life areas, interpersonal interactions and relationships, major life areas, community, social and civic life
That scheme endearingly. What stimulates you pacificalitywhen you unversitycolors paintings?	communication, interpersonal interactions and relationships
Wonderful scenery pleases me, Masterly brushst well-with to tastes in shelling personastalking start hour	communication, interpersonal interactions and relationships
--------------------	--------------------
Hey there! How have you been doing?	communication
Oh not too bad, just another day in the life for me. 	general tasks and demands
What kind of things have you been working on today?	communication
Just trying to learn a new recipe. It helps to write down everything and then follow it step by step.	learning and applying knowledge
That sounds fun! Do you enjoy trying out new recipes often?	communication
Yes, I find it relaxing. Usually in the morning reading a recipe over and looking at pictures and ingredients lists helps me learn.	learning and applying knowledge
How do you remember how much and the order of the Steps to make a good question work?	communication
Well, learning really helps since possible problem are almost in each steps, such a speacield	learning and applying knowledge
--------------------	--------------------
So how was your day today?	none
Ah, not bad, I woke up at 6 am as usual.	self-care
And, what did you do after waking up?	none
I got dressed, used mouthwash and went to the kitchen to make breakfast.	self-care
Oh, I see. Can you tell me when you made?	domestic life areas
I prepared coffee and toasted a bagel before topping it off with some peanut butter and bananas.	domestic life areas
Sounds lovely. Did you watch or listen to anything while you had breakfast?	none
Yes, I watched CNN news.	none
Great. After that, what did you do for the day?	none
Let's see, later I went to the daily Crossword event in the	community, social and civic life
--------------------	--------------------
How was your day, did you learn anything interesting, today?	communication
As an elderly person, everyday is a blessing to learn somehow . I learned a safer shortcut road to get to my 9 AM Doctor Appointment without any accidents and also reported that early gain from learning to favor my retirement plan at the Bank.	learning and applying knowledge, major life areas
That’s great. Was there anything new that you learned on how you performed the shortcut route? 	communication
Oh, sure. Blippi was right throughout. Seeing the wheel track treads curve reminded I carefully steer clearance, like don't hit bumps at un adusted speed.you reminisce on first events learned.Also seen bill boards helped another stack some informations carelessly tossed when	learning and applying knowledge
--------------------	--------------------
Hi, it's great to see you! Can you tell me how your day is going so far?	interpersonal interactions and relationships
Oh hello! Well, it's been a bit frustrating. 	interpersonal interactions and relationships
Why is that?	interpersonal interactions and relationships
Well, I tried to set up my email account on this new computer, but there were a lot of unfamiliar buttons to click and technical language I didn't understand. 	learning and applying knowledge
That sounds really difficult. How did you handle that situation?	interpersonal interactions and relationships
I read the instructions over and over and eventually I was able to get through it.	learning and applying knowledge
Good for you for finding a solution! What else have you been up to lately?	interpersonal interactions and relationships
Actually, I've been trying to learn how to play guitar. 	learning and applying knowledge
--------------------	--------------------
How are you doing today?	communication
I'm doing alright, just a bit tired.	communication
Did anything interesting happen lately?	communication
Well, earlier this morning I read an article online about a new cooking technique. 	learning and applying knowledge
Oh really? Did you try it out yet?	communication
Not yet, but I got a few ideas from the article.	learning and applying knowledge
What type of results are you expecting if you try it out?	learning and applying knowledge
The article claims that it will make food taste better with more flavor. 	learning and applying knowledge
Do you need any particular tools or ingredients to try out the cooking technique?	learning and applying knowledge
According to the article, I may need a particular say onoryherbs?, but otherwise, it seems doable with	learning and applying knowledge
--------------------	--------------------
So how was your day, would you like to share?	interpersonal interactions and relationships
Well it started a bit more difficultly today.	none
Oh no, can you describe little bit what is wrong?	interpersonal interactions and relationships
At this stage, it just feels like a delay, where my feelings of motivation have started to take too much of my time energy rather than what I would normally attend.	learning and applying knowledge
OK, I see. I appreciate that it's taking charge of your mental process really so let me try to understand a bit more to find true academic progress on following time events responsibilities.	communication
right, but it has also improved, so it was not that grey. Actually later when I arrived at the course, it became something really beautiful.	learning and applying knowledge
That	none
--------------------	--------------------
Hey there, how has your day been going so far?	communication
So far, it's been pretty good.	communication
Can you tell me about something you've learned or encountered recently?	learning and applying knowledge
Hmm, let's see. Yesterday when I was washing dishes, I noticed that something wasn't quite clean. I had to figure out how to clean it properly.	domestic life areas
Oh interesting. How did you go about solving the problem?	communication
First, I tried washing it again with more soap and a brush, but it still wasn't working. Then, I remembered seeing a cleaning product under the sink from a commercial that claimed it could tackle tough stains. So, I tried it out and it actually worked!	learning and applying knowledge
So you remembered	none
--------------------	--------------------
Hello there, how are you feeling today?	communication
Not too bad, thanks for asking.	communication
What did you do today?	none
Well, after breakfast this morning, I spent time reading the newspaper to keep up with current events.	learning and applying knowledge
That's great! How often do you read the newspaper?	communication
I try to read it every day so I can stay informed.	learning and applying knowledge
That's a good habit to have. What other ways do you continue learning and keeping yourself up to date?	learning and applying knowledge
Sometimes I'll attend lectures at the community center. They have great speakers who teach on a variety of interesting topics.	learning and applying knowledge
When do those events usually occur?	learning and applying knowledge
They're often in the afternoons, twice	community, social and civic life
--------------------	--------------------
How was your day, do anything interesting today? 	interpersonal interactions and relationships
Hello. I studied English today. 	learning and applying knowledge
Oh! So did you learn any new words or any new stories? 	learning and applying knowledge
Yes [gives some examples]. 	learning and applying knowledge
I see. How do you plan to apply the things you learned so that you can assimilate English for better daily email communication?	learning and applying knowledge
This evening, I will quiz myself on these using vocabulary shake-on smartphone app. Sometimes, I read and recreate improvised conversations as practice.	learning and applying knowledge
When do you think is your maximum learning concentration period during the day?	learning and applying knowledge
In the morning session, I believe.	learning and applying knowledge
Gotcha! Did you deploy any new mind games that helped easier rem	none
--------------------	--------------------
How are you today?	communication
I'm doing alright, thank you for asking.	communication
I know we talked about your interest in sewing last time, did you do any sewing lately?	learning and applying knowledge
Oh, yes. I recently sew a button back onto one of my shirts that had fallen off, but it took longer than usual.	learning and applying knowledge
Why did it take longer this time?	learning and applying knowledge
I couldn't remember how to thread the needle, so I had to look it up online.	learning and applying knowledge
Oh, does that happen often to you, forgetting something even though you've done it many times before?	general tasks and demands
Sadly, yes. I often forget little steps in things I've done in the past, like recipe substitutions or how to fix	general tasks and demands
--------------------	--------------------
Hi there, how have you been feeling lately?	communication
Oh, just some slight aches and pains here and there from old age. But overall, can't complain. 	self-care
That's good to hear. Have you been staying busy?	general tasks and demands
Yes, I've been keeping up with my daily activities, mostly reading book and practicing my handwriting. 	learning and applying knowledge
That reminds me, how's your progress currently with improving your handwriting? 	learning and applying knowledge
Well, it's actually been quite interesting. Sometimes my hand shakes and the pen slips, so I am using guided handwriting apps, which very helpful.	learning and applying knowledge
That's a fantastic occupation to keep practicing early signs of hobby! When do you usually have improve your handwriting finesse	none
--------------------	--------------------
How are you feeling today, Alice?	communication
Hi there. I'm feeling fine, thank you. How are you dear?	communication
I'm doing good, thanks for asking. I wanna know more about your daily routine, Alice. What usually happen throughout your day today? 	learning and applying knowledge
Well, today I started my day early at around 6am. After washing up, had my breakfast while reading this morning's news, before settling down at my study desk. I've been teaching myself Russian, gave it a read-up from my Tony Kalm's' book. 	learning and applying knowledge
That's intriguing Alice! Then what did you do during avabo-bath?	self-care
first off during bath-time, I appply never-moll	self-care
--------------------	--------------------
How was your day, Mrs.Yang?	communication
Oh, it was fine today. My grandson came to visit me this afternoon.	interpersonal interactions and relationships
That sounds nice. Did you two have a good time together?	interpersonal interactions and relationships
P：Yes, we chatted and laughed a lot. I love talking with him; he helps me improve inferring and deductive reasoning.	learning and applying knowledge
That's great. How did you feel about such improvement in reasoning? 	none
P：Well, I felt quite happy indeed! Inferring my grandson makes him laugh; seeing the effort improves its comprehensive logical development, predicts processes, behavior patterns, opposing, conflicts, inconsistency, significance, perseveration, current felt make optimistic reality establishment. Then, my face lines froze- does	none
--------------------	--------------------
Hey, how's your day going so far?	communication
Hm, just been finishing up some puzzles that I do every morning before I start the day.	learning and applying knowledge
Oh really? That sounds fun! When did you start doing puzzles and how does that reflect your functioning in terms of your learning and applingour adapting knowledge?	learning and applying knowledge
I started doing them years ago after taking a cognitive workshop which detailed ways to maintain good brain health. Doing the puzzles is something that promotes problem-solving and adapting ways I’ve learned in applying this.	learning and applying knowledge
Interesting, so has doing puzzles affected other aspects of your life that require adapting ways¿?	learning and applying knowledge
I'd say it’s definitely made me better in critical thinking areas and can apply	learning and applying knowledge
--------------------	--------------------
Hi, how are you feeling today?	communication
Oh, just fine, thank you.	communication
Have you learned anything new lately?	learning and applying knowledge
Yes, I'm learning how to use my smartphone.	learning and applying knowledge
That's great! When are you using it usually?	communication
Mostly in the evening when I try to search for new recipes to cook.	learning and applying knowledge
Wow! How do you go about learning to use it?	learning and applying knowledge
My son showed me and I also watch online video tutorials for additional tips and tricks.	learning and applying knowledge
That's awesome! How does learning how to use your smartphone feel like?	learning and applying knowledge
Well, honestly it can be confusing sometimes and tiring but also empowering to be able to connect with my family and friends.	learning and applying knowledge
--------------------	--------------------
Hi, how’s your day going?	interpersonal interactions and relationships
Good, thank you for asking my dear. 	interpersonal interactions and relationships
What have you been doing today so far? 	general tasks and demands
A mailman dropped a pen then I hid it. Sometime living inside my memories helps me remain filled with the captivating perspective of time. 	none
Oh, That sounds great. 	interpersonal interactions and relationships
Whenever I re-live in digital media and reconstruct the past season if satisfies pace where peaceful rituals conjoined and the years' conflict scarlet it fairly independent which converse such bashing radiations promoting future faith.	none
Sorry sir, do you mean watching e-pictures or the daily experience today facilitated the learning process efficiency speed of events by diluting predictions to maintain flexibility	learning and applying knowledge
--------------------	--------------------
Hi, how have you been?	interpersonal interactions and relationships
I have been fine, thank you. 	interpersonal interactions and relationships
Do you learn anything new today? 	learning and applying knowledge
Well, I practiced playing a new song on my guitar. 	learning and applying knowledge
Oh, I didn't know you played guitar. How did you learn how to play? Did you take lessons?	interpersonal interactions and relationships
No, I learned online from tutorials. I practice by breaking the song into smaller parts and rehearsing each one until I can put them together. 	learning and applying knowledge
That sounds like a good approach. When did you start playing?	learning and applying knowledge
I started playing when i was writing my memoirs as playing helps me to feel relaved.	major life areas
I see. Do you perform your music in	none
--------------------	--------------------
How was your day today?	none
Oh, same as most days really. Just reading some articles in the morning and listening to an audiobook this afternoon.	learning and applying knowledge (reading articles, listening to an audiobook)
That sounds interesting. What type of book was it? Non-fiction or a story?	communication
It was non-fiction about bees. I learned a lot about their importance to our ecosystem, it was fascinating.	learning and applying knowledge (reading non-fiction book about bees)
That's great. Do you often read non-fiction?	none
Yes, I find that it helps inform my decisions and solve problems in my daily life.	learning and applying knowledge
That's a skill not many people have. Is there a specific time of day you like to read or is it whenever you get the chance?	communication
I usually read after breakfast and before	learning and applying knowledge
--------------------	--------------------
Hi there, how have you been lately?	communication
I've been okay. Just been going through some experiences lately...	none
Experiences related to learning and applying knowledge? It would be interesting to hear about any daily events that reflect this.	learning and applying knowledge
Well, hmm...let me think...I wake up early everyday and practice mindful meditation for about 20 minutes, attempting to stay in the present and relax my mind.	learning and applying knowledge
That's interesting. When do you typically do this?	communication
Usually, right after I wake up as soon my mindset is focused and free from daily problems. It gets me ready for whatever comes along during my task groups.Injuries happened	learning and applying knowledge
Still misaligned,could the formation of elbow need helping etc.In	none
--------------------	--------------------
How have you been doing lately?	interpersonal interactions and relationships
I have been all right, just trying to keep it together.	interpersonal interactions and relationships
I see, have you been keeping busy with anything?	interpersonal interactions and relationships
Yes, I try to read every day, get some information info myself.	learning and applying knowledge
That’s fantastic, when do you find time to do that?	learning and applying knowledge
I usually get up early, since I sleep very little hours because after few hours I cannot just sit in the bed and wasting my time, so I try to be proctive memorizing stuff which impress me or I end dreaming solving condicon arisen works.	learning and applying knowledge
That's impressive! Have you found any good books recently?	learning and applying knowledge
Yes, recently I am reading The Art of Memory	learning and applying knowledge
--------------------	--------------------
How was your day, did it go smoothly?	none
Not really, I had trouble reading the instructions on my new medicine bottle.	learning and applying knowledge
Have you tried using the magnifying glass your son gave you?	learning and applying knowledge
Yes, but it still looks quite blurry and an important number is out of focus.	learning and applying knowledge
I'm sorry to hear that. Maybe it's worth having a talk with your pharmacist or the doctor then request for a font size that you can read.	communication
That sounds like a good idea; I'll definitely do that.	communication
I'm curious though, when did you start experiencing difficulty reading small prints?	none
It probably happened a few months ago, but I didn't realize it until now when I really needed	none
--------------------	--------------------
Speaker F = Friend, Speaker P = Patient	none
So, how was your day today?	interpersonal interactions and relationships
It was somewhat difficult.	none
Can you explain why?	none
I've been having a hard time reading complex texts lately.	learning and applying knowledge
Oh, I understand. When do you usually read?	interpersonal interactions and relationships
I like to read during my free time, mostly in the evenings.	major life areas
I see. Have you tried looking up some strategies to improve your reading skills?	learning and applying knowledge
Yes, I've been applying some techniques such as skimming through the content then going back with more focus, but it doesn't always work.	learning and applying knowledge
That's a good starting point. What about finding universal benchmarks or online reading speed resources to	learning and applying knowledge
--------------------	--------------------
How has your day been so far?	none
Not bad, dear. I spent a few hours the an essay on women's right	learning and applying knowledge (writing an essay on women's rights)
Really? How did you go about doing it?	none
I did used this new device they call their computer to publish about twenty notes.	learning and applying knowledge (using a computer to publish notes)
Oh, so that means you had to type on a keyboard.	communication (discussing the use of a keyboard)
Yes dear, that's right. And then i searched for documents and read them slowly and amassed data.	learning and applying knowledge (searching for documents and reading them)
That sounds strenuous! How long did that take you?!	none
More than three hours since recognizing erer editing is hugely important.	learning and applying knowledge (recognizing the importance of editing)
I vividly remember researching note-taking strategies university my reading back.	learning and applying knowledge (researching note-taking strategies)
Absolutely dear. At certain	none
--------------------	--------------------
How was your day today? Can you tell me about something you learned or discovered?	learning and applying knowledge
Oh yes, I learned a new word. I noticed the word anecdote when I read an article today.	learning and applying knowledge
That's great! Do you remember what the word means?	learning and applying knowledge
Yes, I think it refers to a short and amusing or interesting story about an event that someone may share.	learning and applying knowledge
That's a correct description. How did you apply the knowledge you learned about the word?	learning and applying knowledge
I did a little experiment practicing using the word at the grocery store afterwards and shared one interesting anecdote to particular cashier.	learning and applying knowledge
That's an excellent technique to remember new words or things to avoid forgetting them!	learning and applying knowledge
--------------------	--------------------
How was your day today?	major life areas
I woke up at seven and turned on the radio.	domestic life areas
What station did you listen to?	communication
Sports. It helps me wake up faster in the morning.	general tasks and demands
Did you learn anything new?	none
Yes, they talked about a new soccer rule I did not know about. 	learning and applying knowledge
That's interesting. Did you watch anything else on TV?	none
Yes, I watched a digital art program afterwards.	community, social and civic life
Did you learn something new about art while watching it?	learning and applying knowledge
I learned some artists use unconventional techniques and natural material to produce unique pieces.	learning and applying knowledge
What else do you do during the day to keep yourself busy?	general tasks and demands
I usually write in my journal,	none
--------------------	--------------------
Hi there, how are you feeling today?	communication
Oh hello there, I'm feeling alright today. How about you?	communication
I'm doing well, thank you. Can I ask you a question?	communication
Absolutely, ask away.	communication
I'm curious, what are some things you enjoy doing throughout the day?	none
Well, in the mornings I like to read the paper and do the crossword, it helps my thinking to keep sharp. After that I usually take a walk around the neighborhood and notice nature around me, which helps me learn and learn about different things.	learning and applying knowledge, mobility
That seems like a great, diverse routine. When do you incorporate learning new practical skills in your poetry they'd pick body?	learning and applying knowledge
--------------------	--------------------
How was your day, sir? Any interesting events that happened today?	communication
Well, as usual, I went out for my daily walk and met a neighbor. We were talking about local events and the current situation around the world.	interpersonal interactions and relationships
That sounds great! How did you feel while learning something from your neighbor?	learning and applying knowledge
It always feels great to learn new things, even if it something that doesn't interest me. Sharing experiences always helps expand my knowledge, giving me more energy for new ventures.	learning and applying knowledge
Surely learning unfolds throughout life. Did you apply recently learned concepts effectively?	learning and applying knowledge
Yes, recently renovated my garden and installed harvested water from roofs, ceilings from my over-expanded shed that was repaired nicely with metal parts printed from 	domestic life areas
--------------------	--------------------
