utterances	labels
How was your day today?	communication
Oh dear, same like always these days.	none
Can you elaborate on what happened or what you did?	communication
I went to the barbershop to trim my beard and that's the main thing I did today.	general tasks and demands
Did get a chance to talk with the barber? 	communication
Yes, I jokingly told him about the things I must lose besides hair and finally some friends accompanied its loss over the years.	communication
That's quite funny, Intacting in a jestful way helps us release tension have fun by mutually understanding some desirable insight	communication
Yes indeed, it eases to wait, and meaningless chatter is strange and useless anyway.	none
--------------------	--------------------
Hi! How are you feeling today?	communication
I'm fine, thank you for asking.	communication
Is there anything interesting happened today?	none
Well, a gentleman at the store couldn't reach the item on the top shelf and looked like he was struggling. I offered to help him and he thanked me for it, that's about it.	interpersonal interactions and relationships
That was very kind of you. Can you tell me more about it? How did it happen?	communication
He wasn't tall enough to reach the item and no one was around to help him. I was a bit hesitant at first because of social distancing rules, but I thought nothing would happen if I upper the mouth mask and helped him - keeping Social change is quite difficult these	none
--------------------	--------------------
Hey, how was your day?	communication
Well, it was okay. Not that eventful.	none
That's ok, sometimes those types of days can be good too. Was there anything you did today that you particularly enjoyed?	communication
Yes, actually. We had a new neighbor move in next door and I introduced myself and helped him move some boxes inside.	interpersonal interactions and relationships, community, social and civic life
That was great of you! How did you start a conversation with him? 	communication
Oh, I just asked him if he needed help moving his boxes and we got to talking about where he's from and what brought him to the neighborhood.	communication, interpersonal interactions and relationships
That's a nice gesture and it shows that you're actively making connections with the people around you. What	interpersonal interactions and relationships, community, social and civic life
--------------------	--------------------
Hey, how was your day today?	communication
Quite good, thank you. I met my neighbor today and we chatted for a while.	interpersonal interactions and relationships
That sounds nice. Did you ask your neighbor about anything in particular?	communication
Yes, I asked about her dog as he reminded me of my one who looks similar.	interpersonal interactions and relationships
That’s a great conversation starter. Did I ever tell you about the time when I asked a stranger in a coffee shop where he got his shoes ?	communication
No, please let me hear it. What happened in that shop?	communication
It turned out he really liked my enthusiasm on his swag and stopped to see how I was feeling. We even finished the task of many crossword together over coffee.	interpersonal interactions and relationships
--------------------	--------------------
Hi there, how was your day today?	communication
It was alright, but I had a really frustrating experience at the grocery store.	major life areas
Oh no, what happened?	communication
I wasn't sure which aisle the cereal was on, so I asked a store clerk. She seemed displeased by my question and barely helped me find it on the shelf.	general tasks and demands
That must have been frustrating. Did you say anything to her?	communication
I didn't want to cause a scene so I just reiterated that I had difficulty finding it. I think it would've been easier if she just pointed me in the right direction.	communication
Did it take a while for you to find the cereal?	general tasks and demands
Not too long. I discovered that	none
