utterances	labels
How was your day today, Bob?	communication
My day was okay, mainly just household chores.	domestic life areas
What kind of household chores? 	communication
I had to do dishes and tidy up a bit.	domestic life areas
And does that happen often?	communication
Yes, almost every day.	domestic life areas
How do you feel when doing these tasks?	communication
It's not very stressful, just part of my routine.	domestic life areas
That's good to hear. What about handling responsibility? Is that something that you deal with on a regular basis?	communication
Oh yes, especially with taking care of my grandkids. I have to be responsible for their wellbeing. 	interpersonal interactions and relationships
How do you manage that responsibility?	communication
I plan ahead and set	general tasks and demands
--------------------	--------------------
Hey! How have you been?	communication
Good thanks. Just been taking it easy.	none
I totally understand. Did you have to run some errands recently?	communication
Well, yes. I actually had to pick up my medications from the pharmacy on Monday morning.	domestic life areas
No problem. Was the pharmacy packed?	communication
Not everything right because with the health security measures saw few bodies. 	none
Oh, I see, that's good to hear. Was it prompt?	communication
Yes indeed, it did not take long to have medicationhand over by urminating and one NCO. 	none
Got it. Did you have everything figured at the pharmacy?	communication
Yes I did! Although I remember the attendant presenting	none
--------------------	--------------------
How are you doing today?	communication
Quite tired actually.	general tasks and demands
Oh no! Why is that?	communication
I've just been having a lot of trouble lately getting everything on my schedule done.	general tasks and demands
What happened to your schedule?	communication
Well, things come up, you know? Sometimes my doctor's appointments get rescheduled and my grandkids want me to drive them places. It all adds up and I get behind.	general tasks and demands, domestic life areas
I can imagine that must be frustrating. When does this usualyy happen?	communication
Oh, It varies very much; I think yesterday we got a call for an emergency and had an unplanned meeting that I had maintain lasted more than customary..	general tasks and demands, major life areas
I see - it sounds like last-minute	communication
--------------------	--------------------
How was your day today, Mrs. Thompson?	communication
Well, I woke up this morning feeling very overwhelmed and stressed out. 	general tasks and demands
Oh no! I'm sorry to hear that. What made you feel that way?	communication
Oh, just thinking about everything that needs to be done- the house needs cleaning and the laundry kept piling up. 	domestic life areas
That sounds really tough. How do you usually manage your daily tasks?	communication
Normally, I like sticking to my daily routine- I make sure to take care of bigger tasks in the morning and gradually work up to smaller household jobs at the end of the day. But today my plans got disrupted and now I am lagging behind. 	general tasks and demands
Hmm...How	communication
--------------------	--------------------
How was your day time spent, how active were you?	none
Oh, I’d say pretty active. I take care of the housecleaning on Thursdays.	domestic life areas
That sounds nice. Did cleaning cause any more difficulties due to function-related concerns？	domestic life areas
Yes, actually Dusting was a lot harder than Man, I Remember. Lot simpler.They changing bases while downsizing above requires really cause me trouble.But Thankful 火钳 is always beside me. Helps Me Hard with These type OF Staff’s.work out handled last too.Maybe I needed to call Bill TO Get done BASNAJAR SERVICES . 	domestic life areas, self-care
understood.That Man sounds like a handy side man .	none
Actually, he is	interpersonal interactions and relationships
--------------------	--------------------
How has your day been going so far? 	none
Not too bad, except for the fact that I've been forgetting a few things lately. 	general tasks and demands
What kind of things have you been forgetting? 	none
Just little things, like where I put my car keys or phone. 	general tasks and demands
Has this made your day more stressful to manage? 	general tasks and demands
Yes, sometimes I find myself spending 10-15 minutes looking for things that I swore I just had in my hands. 	general tasks and demands
Have you ever spoken to your doctor about this forgetfulness? 	communication
No, I haven't seen anyone yet. 	none
Would you like me to come with you for support to your doctors' appointment next week?	interpersonal interactions and relationships
--------------------	--------------------
How has your week been?	none
Oh, it has been quite busy but nothing too overwhelming.	general tasks and demands
I would love to know what has kept you occupied. Any interesting activities you preoccupied with?	interpersonal interactions and relationships
Yes, Various tasks to be performed by me which I skipped a bit was prioritised accordingly.	general tasks and demands
How do you handle these tasks mentally and physically? Do you plan yourself for these tasks in specific times that suit you, or do feel overwhelmed carrying them all?	general tasks and demands
I definitely try to prioritize and break the tasks down into smaller achievable tasks with clear objective intents that dictates aspects to be actualized	learning and applying knowledge
Wow! That‘s a good way to do such things. Do you try to handle each of the events properly	interpersonal interactions and relationships
--------------------	--------------------
What have you been up to now?	none
Actually, most of my days are usually spent at home now. 	domestic life areas
How do you spend your time at home?	none
I usually watch TV or read books if I feel like it. But some currently I feel overwhelmed most of the time, as I'm facing this new medical condition I have little knowledge of.	learning and applying knowledge, general tasks and demands
What do you generally do on those days when you do feel like anything could be pressuring if handled improperly?	none
I try to busy myself with any family members as J safely can - but theres no rule book actually given and I worry about moreso on taking sol through current atmosphereJ restriction with immediate vs stopping forward action in memorylogistics sake,	interpersonal interactions and relationships
--------------------	--------------------
Hi, how have you been feeling these days?	communication
Oh, I'm doing okay, thank you for asking.	communication
Is there anything, in particular, you have been struggling with or found different?	general tasks and demands
Well, some task took a bit longer to complete than usual these days.	general tasks and demands
Could you tell me more about it, perhaps I could help?	communication
Yes, it was mowing the lawn. Usually it's a task I do every Sunday routine not necessarily, but participating in keeping the bushes tidy ect... However, this time it took much longer because my power needed was un1expectected seemed.	domestic life areas, general tasks and demands
Have you always found it difficult or long, demanding doing that? Or was it just somewhere seems	general tasks and demands
--------------------	--------------------
Good afternoon! How has your day been so far?	communication
It's been good. I woke up early this morning to take my medication. I usually start my day with a cup of coffee as well.	self-care, learning and applying knowledge
That's good. How do you usually handle your responsibilities for the day?	communication
Well, I try to make the most out of every day. I like to do light stretches and exercise before breakfast. After that, I usually plan out my day since I have appointments and things to do.	self-care, learning and applying knowledge, general tasks and demands
That's a good strategy. Do you often feel stressed out?	none
Sometimes, when my schedule gets hectic. But I try to handle it one day at a time. It’s especially helpful when I surround myself	none
--------------------	--------------------
Tell me, how has your day been so far?	communication
I've just been a bit overwhelmed today. I can't seem to keep up with everything.	general tasks and demands
What has been going on that has left you feeling this way?	communication
Well, I had to take care of my bills this morning and then I had a doctor's appointment that went longer than expected. Plus there was traffic on the way home.	general tasks and demands
I can understand why you might feel overwhelmed. Do you have strategies that you typically use to manage stress?	communication
Usually, I try to take things step by step and focus on completing one task at a time. But today has been harder than usual.	general tasks and demands
It's	none
--------------------	--------------------
Friend: How are you doing today?	Friend: communication
Patient: It's been a pretty tiring day, really.	Patient: general tasks and demands
Friend: Oh no, what you've been up to?	Friend: communication
Patient: I've been cooking and cleaning the house all day.	Patient: domestic life areas
Friend: That sounds exhausting! When did you start cooking?	Friend: general tasks and demands
Patient: I woke up early this morning around 6 a.m. and started preparing breakfast right away.	Patient: domestic life areas
Friend: Wow, you've been quite busy! How did you manage to cope with the pressure?	Friend: general tasks and demands
Patient: Honestly, I sometimes feel overwhelmed, but I try to get organized by making a list of what I would like to accomplish that day, and try to prioritise and categorize them accordingly.	Patient: general tasks and demands
Friend: I see! Do you think being organized helps	Friend: communication
--------------------	--------------------
Hey, how have you been doing lately?	communication
Oh, fine, just carrying on, my normal routine.	general tasks and demands
What kinds of things have you been up to?	communication
Just the basics - cooking, cleaning, taking care of my health.	domestic life areas, self-care
That sounds good. Are there any particular things that you find difficult or that cause you extra stress?	communication
Well, some days just the act of getting dressed can wear me out, but normally I just take everything one day at a time.	self-care, mobility
I understand that. Do you ever feel overwhelmed for coping with some of these tasks?	general tasks and demands
Sometimes circumstances can get difficult, like that day last week when the power went out during the hurricane- but still, handled it	general tasks and demands, community, social and civic life
--------------------	--------------------
What is the task that you find most challenging these days?	general tasks and demands
I am trying to finish my routine everyday tasks, but they seem to be exhausting. Normally when I try to multitask, I feel anxious and disorganized.	general tasks and demands
How often do you set your daily routines? Can you bring me an example of your schedule?	general tasks and demands
I always set something sorted on my calendar as I prefer weeks with a rhyme day over ones without it. For example, today I had dentist appointment,followed by the haircut session.	general tasks and demands
Do you find prioritizing tasks useful? How do you choose what’s most beneficial for the day?	general tasks and demands
Yes I absolutely, partly because it slim choses the a huge list of ongoing event in my	none
--------------------	--------------------
How was your day, Mrs. Johnson?	communication
It was a bit busy today, I had to do the grocery shopping and take my medications.	domestic life areas, self-care
I see. Did you face any difficulties carrying out these tasks?	communication
Well, the grocery shopping wasn't too bad, but adjusting the settings on my new medication tracker was quite tricky.	domestic life areas, self-care
Oh, when did you get the tracker? And how have you been managing taking your medications?	communication
My son set it up for me last week. It helps me manage my pills and tracks when I've taken them, but I've been struggling to get the alerts set up just the way I need them.	domestic life areas, self-care
That's a useful tool, for sure. Do you	communication
--------------------	--------------------
Hey! How have you been?	communication
I have been quite alright, thank you for asking.	communication
How's your daily routine looking these days?	none
Well, I often wake up early at around 6 am. I do some morning exercises and have breakfast afterwards.	self-care, domestic life areas
Sounds good. And then what do you usually?	communication
I get dressed and gather a few things I need for my daily stroll at the park.	mobility
I see. Do you usually leave right after breakfast?	communication
No, I prefer to wait for rush hour to die down and then I go out at around 9 am.	mobility
That sounds like a good routine. And how do handle stress these days?	none
Sometimes, I	none
--------------------	--------------------
How was your day, did you do anything fun?	communication
Oh not much, just my usual activities. 	none
Would you like tell me more about them?	communication
Sure. In the morning, I prepare salad for lunch, then later my son comes to visit me. I encourage him to speak up about his family matters.	domestic life areas, interpersonal interactions and relationships
What do you do during your and your son conversation?	communication
Mostly sharing experiences over relational conflicts with others 	interpersonal interactions and relationships
Are there many friends or family members living with you?	interpersonal interactions and relationships
Apparently everyone is busy the entire day. 	none
It can be hard experiencing sustained isolation and family conflict but managing such issues symbolizes maturity and positive relation handling the conflicts. 	interpersonal interactions and relationships
Indeed, but	none
--------------------	--------------------
Tell me about how your day goes usually, do you have a regular routine that you follow?	major life areas
Yes I do. Every morning, first thing, I take my medication then I have a light breakfast, and then work around the house.	self-care, domestic life areas
What kind of chores or maintenance work do you specifically do?	domestic life areas
I usually sweep the house, and clean up the bathrooms. Sometimes I tend to my plants as well, but that is my major house work.	domestic life areas
Do you ever leave the house during the day or do you spend it in doors doing you chores?	community, social and civic life
Well before, COVID, I would sometimes go to religious services, visit with family or friends but I stayed indoors most days nowadays.	community, social and civic life, domestic life areas
Understandable	none
--------------------	--------------------
How often have you been feeling stressed lately, Mr. Smith?	communication
More and more these past few weeks. Sometimes I even forget simple things like where I placed my wallet.	learning and applying knowledge, general tasks and demands
Do you think something specific triggered your stress? Maybe it happened at home, work, or outside?	communication
Well, doctors' appointments that didn't turn out well and some unexpected financial problems have certainly contributed to it. 	major life areas
That sounds very overwhelming to handle together at the same time. What do you usually do to curb your stress levels?	communication
Lately, I just end up staring in emptiness for hours, feeling hopeless.	none
Sorry to hear. Is it something that you do often?	communication
Sadly yes. At times	none
--------------------	--------------------
What did you do today?	none
I went to the garden.	mobility
That sounds great. Did you enjoy it?	interpersonal interactions and relationships
It was nice, but I felt a bit tired later.	none
Why did you feel tired, did something happen?	none
No, everything was fine, but my knee gave me a hard time this time.	mobility
Did you hurt yourself while you were in the garden?	none
No, it has been hurting for a few days, so it is not as forgiving as before.	none
How does this affect your daily life?	none
It really limits my mobility these days and routine tasks causing too much stress on it.	mobility, general tasks and demands
That sounds	none
--------------------	--------------------
How has your week been going?	communication
Pretty well, I've been keeping busy with my monthly appointments.	general tasks and demands
That must be exhausting sometimes.	communication
Yes, but I really have no other option but to keep up with them. It's also part of taking responsibility for my health.	general tasks and demands
Have you been dealing with any stress lately?	communication
Not too much, but there's this constant fear in the back of my mind knowing that my health is not in the best shape.	general tasks and demands
Ah, that's understandable. Do you have any strategies or techniques to help with managing that fear?	communication
I do try relaxation exercises, but sometimes they don't seem to help much with this level of anxiety. I think talking with	learning and applying knowledge
--------------------	--------------------
How has your week been going, how have you been feeling?	communication
Well, to be honest, it's been quite challenging lately. I've been struggling to keep up with my daily routines.	general tasks and demands
Can you give me an example of something you’ve found challenging?	communication
Sure. I've been having trouble just getting out of bed in the morning, waking up has become such a difficult task.	self-care
I see. How do you feel during moments like that?	communication
I start to feel very stressed and kind of overwhelmed. It gets hard to maintain all the small tasks afterward.	general tasks and demands
Do you have anything on your agenda for those days? Or does it all happen even without really definite deadline priorities?	general tasks and demands
Well	none
--------------------	--------------------
How's your day going, Nana?	interpersonal interactions and relationships
Oh dear, you know how it is. The doctor didn't seem real optimistic this time...	major life areas
Is it getting old talking about your medical stuff?	interpersonal interactions and relationships
No, I had family visit earlier but nobody can just sit and keep talking in to late at night-	interpersonal interactions and relationships
Well do you like smaller pockets of conversation at extensible visiting need-it testing?	communication
 P: That sounds manageable. The way full conversation can hurt poorly next day.	none
what other POC's do you have with trips outside if that happens, extending specifics regarding places concerning tough visits to participants traveling in areas that may unsettling?	community, social and civic life
Getting out appears helpful lately,right vitaminD. At Times pwerles	mobility
--------------------	--------------------
How's your day going so far?	communication
It's been quite difficult since I woke up with a stiff back	self-care
That sounds tough, how do you usually manage?	communication
I have been using some heating pads to loosen up	self-care
That makes sense. What's been on your schedule for today?	general tasks and demands
I had some groceries shopping to do and visit the bank, but I'll have to delay that till tomorrow. 	general tasks and demands
That's alright, you can rest until you feel better. do you have someone to drive you around?	interpersonal interactions and relationships
No, I prefer taking public transport. But I think it's better to ask for someone's help, probably my granddaughter who lives nearby 	mobility
That might be a	none
--------------------	--------------------
So, what did you do yesterday?	none
I woke up very early in the morning, prepared a cup of coffee and afterward I went for a short walk	self-care, mobility
Great to hear! Did anything catch your attention during your waking hours yesterday?	interpersonal interactions and relationships
Actually, there was a plumber who needed to examine the pipes in my bathroom. Hence, I needed to confirm When did have him come and available to open it for him. It wasn't upsetting whatsoever, recognizing how distinct plans needed notification and responsibility agreeing.	domestic life areas, communication
I understand, handling these types of matters could be demanding but your explaining solutions with warming insight equipped with calendar keeping.	general tasks and demands, communication
I learned that over years Its a skill that sothing develop over time. stressful jobs in	learning and applying knowledge
--------------------	--------------------
Hi there, how are you feeling?	communication
I'm alright, thanks.	communication
I'm glad to hear that. So talk to me about how your day goes. What tasks are requested of you daily that show your capability of performing general tasks?	general tasks and demands
Well, every day I try to make my bed and eat breakfast before tidy up the house. It helps me stay meaningful to do The forgotten common entities. 	domestic life areas
That's great to hear. How do you handle stress when something interrupts your daily routine?	general tasks and demands
Usually my mind tends to get fixed if I can't abolish that particular abnormality; I accept its flexibility without underestimating calibrate whatever targeted objectives I defer hastily seized briefly solve resulting program disasters which may contribute vulnerabilities	none
--------------------	--------------------
Hi! How are you doing today?	communication
I'm doing well, thank you. Just taking it easy at home.	none
That sounds nice. I was wondering if you have any tips for managing stress?	learning and applying knowledge
Well, when I feel stressed, I usually try to take a few deep breaths and remind myself that everything will be alright. I also find that taking a quick walk outside or practicing yoga helps me calm down.	learning and applying knowledge
Those are great ideas. Do you encounter any specific situations that make you feel more stressed than usual?	communication
Sometimes when I have a lot of appointments or tasks to attend to in one day or when I have to navigate through traffic, I do get more stressed. However, I remind myself	general tasks and demands
--------------------	--------------------
So, how have you been these days?	interpersonal interactions and relationships
I feel a bit tired lately.	self-care
I see. what's been keeping you busy?	interpersonal interactions and relationships
