utterances	labels
What did you do yesterday?	learning and applying knowledge
I visited a Lego exhibition.	general tasks and demands
Oh wow, that sounds like so much fun! Where was the exhibition?	communication
It was held at the local museum.	community, social and civic life
Nice! Did you go there with someone else?	interpersonal interactions and relationships
My grandson took me there, it's always better to share these events with someone else. 	interpersonal interactions and relationships
Definitely! Did you see anything interesting at the exhibition?	learning and applying knowledge
They had a signature Lego monument on the memory of our town and I also learnt how music can be performed with the organ that they built it additionally with Lego pieces. Finally, they stopped all movement of one London existing bridge with motor pairs one times and every citizens acting together made fine differentiation sp piece	none
--------------------	--------------------
Hey, how have you been doing lately, have you been doing anything fun and engaging? 	communication
Yes, I do enjoy pottery classes every Monday. It gives me a chance to socialize with people my age and learn something new. 	learning and applying knowledge, interpersonal interactions and relationships
Pottery classes, that sounds like a lot of fun! How long have you been going for? 	communication
I've been going for about 3 months now. Time goes by so quickly during the sessions! 	learning and applying knowledge
Do the sessions happen in the morning or in the evening? 	communication
They happen every Monday afternoon from 1:00 pm to 3:00 pm. 	learning and applying knowledge
I see. Aside from the pottery classes, have you been up to anything	none
--------------------	--------------------
What have you been up to lately?	major life areas
Oh I've been trying to get out more often.	community, social and civic life
That sounds really nice! Taking up any new hobbies?	learning and applying knowledge
Yes, I'm finally focusing on weekend photography.	learning and applying knowledge
That's fantastic! Where do you take your photos?	communication
Around my town. It's fun walking along the shoreline and boardwalk to capture some good photographs.	mobility
That sounds like it would take some skill, what have you been doing to prepare for it?	learning and applying knowledge
I visit photography classes organized by resource center nearby to get insights on any technical know-how necessary 	learning and applying knowledge
Sounds like your leaps outside of the typically organized adult's hobbies?!	interpersonal interactions and relationships
Lifelong-learning indeed might hope before end	learning and applying knowledge
--------------------	--------------------
How was your day today?	none
It was okay. I just went out to play some cards with my friends.	interpersonal interactions and relationships
That sounds like fun! Do you do that often?	interpersonal interactions and relationships
Usually once or twice a week at the community center. We play different games each time.	community, social and civic life
That's great. What other community activities do you typically participate in?	community, social and civic life
Well, sometimes me and a few other folks from the neighborhood will play chess at the library. And occasionally, there will be a movie showing at the civic center. 	community, social and civic life
Wow, you're quite active! How do you usually find out about these events?	community, social and civic life
Well, I keep an eye out for the posters around town or sometimes the community center will	community, social and civic life
--------------------	--------------------
Have you been busy lately?	none
Not much, just a few activities a week.	general tasks and demands
What kind of activities you enjoy doing in the community?	community, social and civic life
Every Tuesday and Thursday, I go to a senior dance into the community center.	community, social and civic life
That sounds fun! Do you bring your partner to the dance?	interpersonal interactions and relationships
Oh no, sadly my partner recently passed away, but I form regular partners with any kind persons in the community.	interpersonal interactions and relationships
That's emotionally significant. Do you play any board games or other leisure activities?	general tasks and demands
