utterances	labels
What did you have for breakfast this morning?	none
Oh, I had a bowl of oatmeal and a cup of tea. I usually have the same thing every morning.	self-care (eating breakfast)
Do you ever meet up with friends during the week?	interpersonal interactions and relationships (meeting up with friends)
Yes, I try to meet up with my friends at least once a week for tea or lunch. I find it hard to communicate over the phone these days.	communication (meeting up with friends, difficulty communicating over the phone)
That's understandable. How do you prefer to communicate?	communication (preferred method of communication)
Usually face-to-face. I find it easier to carry on conversations when I can see facial expressions and body language. 	communication (preferred method of communication)
Have you considered any alternative communication devices to assist you?	communication (considering alternative communication devices)
I'm really open to anything that will help me, but	none
--------------------	--------------------
How's your day been going, want to tell me a little about it?	interpersonal interactions and relationships
My day has been quite nice, dear. This morning, I had an appointment with the ENT surgeon.	major life areas
Oh yeah? What happened there? Did everything go well? 	communication
Yes, everything went well according to plan. He instructed me to modify some practicing time..	learning and applying knowledge
What modifications?	none
Every task’s operating time was oversized compared with daily lifestyle business and design everyone did stretch breaks assigned to fitness selections in replacements for settings the time situation seems standard go according that one.	none
--------------------	--------------------
So, how has your day been so far?	interpersonal interactions and relationships
Well, not bad. Took me longer than usual to read the morning paper.	learning and applying knowledge
Why is that?	none
I have to hold it closer to my face to read some of the smaller print.	communication
That makes sense. Do you have a magnifying glass?	communication
Yes, but it's always frustrating to have to stop midway and go grab it.	general tasks and demands
I understand. How else do you communicate throughout your day?	interpersonal interactions and relationships
Often just small talk with the neighbors - they're friendly and always curious to know want I've been up to.	interpersonal interactions and relationships
And how does talking with them typically relate to your communication abilities; is it generally comfortable for you?	communication
--------------------	--------------------
So, tell me what communication events have happened in your day today?	communication
Well, this morning my daughter called me to check on me.	communication
That's great. At what time did she call?	communication
She called around 10 o'clock in the morning.	communication
How did the conversation go?	communication
It was nice to talk with her. We talked about our day and she updated me on what her kids have been up to.	communication
That sounds like a lovely conversation. Did you have any trouble hearing her on the phone?	communication
A little bit. My hearing isn't very good right now, so I had to turn up the volume on my phone.	communication
Ah, I see. Did you remember	none
--------------------	--------------------
What did you do today? 	major life areas
I didn't do much, just talked to my grandson over the phone. 	interpersonal interactions and relationships
