utterances	labels
Hi there! How has your day been? 	communication
It's been okay. Same old routine for an elderly.	major life areas
What does your daily routine look like?	communication
Well, I typically wake up at 6 am, prepare my breakfast, followed by a cup of warm green tea, and spend around an hour doing light exercise.	self-care, domestic life areas
That sounds reasonable! Do you have anything you like to do throughout the day?	communication
Yes, I like to watch TV, then in noon, prepare a hearty sandwich for lunch, then take an afternoon nap for ten minutes, shampoo, and followed by putting clothes out for tomorrow.	domestic life areas, self-care
Have you modified your daily routine?	major life areas
Yes, recently have adapted YouTube, liked watching	learning and applying knowledge
--------------------	--------------------
Hi, how have you been over the past few days?	communication
I have been doing well. Thank you for catching up with me. How about you?	communication
Pretty good too. What have you been up to these days?	communication
I spend most days doing pretty typical things, like taking my medicine in the morning and eating three meals a day.	self-care
That sounds very reasonable. What tasks or events happen before or after that?	general tasks and demands
Most of my important events happen in the early afternoon, where I'd usually either go grocery shopping, do my exercise routine, or do some gardening for my hobby.	general tasks and demands
Hmm, sounds very lovely. How about if there will be silly changes? Can you just adopt it well with	general tasks and demands
--------------------	--------------------
How have you been feeling lately?	communication
Been feeling a bit off.	communication
You have been having a schedule full of afternoon exercises for quite some time.	learning and applying knowledge, general tasks and demands
Yes, always felt better after swimming during my free time, but this last week i felt dizzy.	learning and applying knowledge, general tasks and demands, mobility
That's a shame to wo hat do you think can cause dizziness when swimming that formerly usualy provided wellbeing?	communication
Well to know1the circumstances i noticed numb onset creeping experienced pain beforestrokes v similar. water soo hosna isuggerutsem ys when there surfaceiv it distruly inthat zious generallysen even lifes strong af 	none
Apologies this response from AI seems a bit mixed and nonsensical. Let me try again	communication
--------------------	--------------------
How have you been spending your days lately?	major life areas
I have been struggling to do my tasks like I used to.	general tasks and demands
Can you give me an example?	communication
Well, I forget the routine tasks like having meals on time.	self-care
So, when and how does that usually happen?	general tasks and demands
Usually, when I watch something interesting on TV, I lose track of time.	general tasks and demands
It sounds like it's difficult to adapt your routine accordingly. Do you have any tips that would help you? 	general tasks and demands
Sometimes I write reminders, but these are still ineffective because watching TV is more attention-grabbing. 	general tasks and demands
Have you considered setting alarms or asking other family members to help remind you to eat? 	interpersonal interactions and relationships
--------------------	--------------------
Can you tell me about your daily activities?	none
Sure, I start my day with morning exercise followed by a light breakfast.	self-care, general tasks and demands
And what do you do after breakfast?	none
I usually spend the morning caring for my home and completing household chores, that helps me stay active. Followed by a balanced meal at mid-day.	domestic life areas, general tasks and demands
That sounds great, what about the rest of your day?	none
Well, in the afternoon I prefer to tackle more cognitively-demanding tasks such be reading newspapersmagazines or even engag latest technolagy to talk to my grandkids. In which, I also get in any additional physical activity, such as regular strowallking which can	learning and applying knowledge, communication, mobility
--------------------	--------------------
How are you today?	Communication
I'm doing alright, just trying to keep busy.	General tasks and demands
What kind of things do you keep you busy during the day?	Communication
Well, mainly completing my daily routine.	General tasks and demands
Can you give me an example of your daily routine and how you carry it out?	Communication
I wake up every day at 7 o'clock, brush my teeth, have breakfast, and start my daily chores. I clean the house, do laundry, and go grocery shopping in the afternoon.	Self-care, domestic life areas, mobility
That sounds like a fulfilling routine. Do you face any challenges while adapting changes in your daily activities?	General tasks and demands
Actually, I found it hard to use public transport during peak hours due to my failing vision, but	Mobility
--------------------	--------------------
How's your daily routine going these days? Are there any challenges you're facing in terms of managing your time?	general tasks and demands
Well, It's going okay. But for someone of my age, it can be a bit challenging at times. Especially now that I am starting to find it difficult to remember things.	general tasks and demands
That's understandable. How do you usually adapt to these changes in your memory while carrying out your everyday tasks?	learning and applying knowledge
I just try to keep a routine for myself, otherwise trying to finish all of my everyday activities result in despair for me.	general tasks and demands
Would you mind sharing your methods for organizing your routine?	general tasks and demands
First, I wake up every day and start early in the morning and prepare apps and take yogh	self-care
--------------------	--------------------
How are you feeling today?	communication
Not too bad, thank you for asking.	communication
That's good to hear. Can you tell me a bit about how you organize your day?	learning and applying knowledge
Well, I usually wake up around 7am and spend some time stretching to warm up. Then I typically have breakfast and shower.	self-care, domestic life areas
Sounds like a good routine. Do you have a set time for breakfast or does it depend on the day?	communication
I try to have breakfast around the same time every day, usually by 8am.	self-care, domestic life areas
That's good to hear you have a consistent routine. How about after breakfast? Do you mostly stay indoors or go out for errands?	general tasks and demands
I tend to spend most	none
--------------------	--------------------
What is the activity you do first in the morning?	none
I start my day with drinking a cup of tea and doing some stretching.	self-care, general tasks and demands
That sounds nice. What is your regular schedule like then?	none
After tea, I usually make myself breakfast and tidy up around the house - maybe some small tasks like watering a plant or taking out the trash.	domestic life areas, general tasks and demands
Do you find any tasks particularly difficult or time-consuming?	none
Lately, I have been having trouble with managing my bills. Paying them online is hard for me when there are multiple steps to follow.	general tasks and demands
What changes were made in your routines coinciding with recent difficulties you had to adjust to recent adjustments?	none
I generally now plan a particular duration	none
--------------------	--------------------
Mr. James, it's nice to see you today. How was your weekend?	interpersonal interactions and relationships
Hi Mary. Oh just the usual - didn't do that much. 	none
Did you get a chance to do your typical Sunday routine? 	none
You know that silly routine I do with the crossword every Sunday like clockwork? Yes I made sure to get it done. 	learning and applying knowledge
That sounds fun - How long does it typically take for you to finish it?	none
Oh, between a half hour and an hour. if I get hung up on one of the clues regarding anything but sports, I usually step away and try again later in that time window. 	learning and applying knowledge
Ahh, so it brings extra dose of ad	none
--------------------	--------------------
How did you spend your day today? 	none
After breakfast, I spend 30 minutes walking slowly. 	mobility
How long did it takes you for the mornings' daily chores today? 	domestic life areas
It took me an hour and a half to complete and I took short rest after washing the dishes. 	domestic life areas
Talking about the rest, please tell me how often do you take breaks in your everyday activities? 	none
Usually, I prefer taking a break after elongated work, say exceeding 20 minutes of the duration.	none
Great to hear that! Do you strictly follow everyday routine activities? 	none
I don't regret telling you, however;	none
i try my best to construct a detailed plan but couldn't follow	none
--------------------	--------------------
What do you usually do to adapt to changes in your daily routine?	general tasks and demands
Well, I try to take each day as it comes and do my best to complete all the tasks required for the day.	general tasks and demands
That's a good strategy. Can you give me an example of a time when you had to adapt to a change in your daily routine?	general tasks and demands
Sure. My granddaughter was sick, and I had to take care of her for a few days. I had to adjust my schedule and make time to take care of her while trying to keep up with my usual tasks and appointments.	domestic life areas, interpersonal interactions and relationships
That sounds challenging. How did you cope with the additional responsibility?	general tasks and demands
I had to cut down some	none
--------------------	--------------------
What did you do yesterday, anything interesting?	none
Oh yes, I wake up early, around 5 o'clock in the morning. That is how I've always done it since I retired from work days.	mobility, major life areas
Wow, that's impressive. What do you usually do early in the morning?	none
