	utterances
0	How has your day been so far?
1	It's been a good one. I woke up quite early, around 6 in the morning.
2	That's pretty early. What did you do after that?
3	Well, after waking up I usually read the newspaper while drinking my tea.
4	What kind of topics do you usually read about in the newspaper?
5	I like to keep up with current events and sometimes I read articles about science and history.New findings intrigue me more than  I carried hesitation a bit :new computer apper if elderly finds talking dissagreeable. Yeah I like new modern tasers.
6	Hmm interesting.What else did you do today?
7	After reading the newspaper, I practiced
8	--------------------
9	What did you do yesterday, Ms. Jones?
10	Oh, well, things have been quite slow since I retired, but I tried to finish a knitting project I've been working on.
11	That's nice! Do you find that it's easy to concentrate when you're knitting?
12	Oh, certainly! It takes a lot of small calculations and focusing on the pattern.
13	That's really interesting! Have you always been good at handling numbers?
14	Oh, absolutely not. But after I retired, I did some courses online to enhance my numeric senility skills
15	And have extensive its benefits since than?
16	yes, very rewarding! It feels satisfied especially decive menzas questions.
17	--------------------
18	How was your day today? 
19	Oh, it was a bit busy. I needed to go to the bank. 
20	What did you do at the bank? Did you need to do any calculation? 
21	Yes, me balanced my account with the bankers help. 
22	That's great! Did you have to sign any papers or fill out any forms? 
23	Actually, I just needed to sign and that was pretty quick. But reading the documents was always confusing to me. 
24	Wow, signing was no big deal for you! What else did you do today? 
25	Yeah thanks to smartphones! Right before the bank, as per the weather forecast observed earlier in the television,
26	--------------------
27	How was your day, are you feeling better today?
28	Yes, I’m happy things seem normal finally. Even better now that you’re here chatting with me.
29	I’m glad to hear it. So, have you been able to stay active or busy during this time because I could imagine it woon be easy.
30	Yes, but most are house related. Hasn't yet school excitement for me.
31	B u, you clearly wanted to contrict wholly focusing eented and thriving for sn enjoyable retirement. There are possibly things you could practice that are devoted miuchments would be welcomed alone… sorry…we broke through? Not enjoy regular schooling as a stimulus of pleasure present.
32	Definitely
33	--------------------
34	Hi, how have you been, what's been happening in your life?
35	Hi there friend, trying to read more books lately, even though my eye blur sometimes
36	That's great to hear! When do you usually read your books?
37	I usually read them early in the morning at around 9am, I feel like my mind is clearer during this time
38	That's a good strategy. Have you learned anything interesting from the books you've been reading?
39	Yes, in fact, I learned foraging in Pacific Northwest. They have a lot articles though, maybe next buy I have to adjust how I read effectively
40	Interesting! How do you go about adjusting your reading strategy for more
41	--------------------
42	Hello, how have you been feeling lately?'
43	Thanks for asking. Well I’ve been feeling a little concerned about my growing forgetfulness every now or then.
44	Oh, that happens to me way too often as well. Can you tell me any specific examples?
45	Well to deliver any messages or requests too , once opened a particular envelop or even simple sms or whatsapp alert would be fine to remind again
46	I see. When did this start?
47	Think whenever Happens unnecessarily to advise
48	I understand. Have you learned any strategies or techniques that help with remembering things?
