	utterances
0	How's everything going for you lately?
1	Well, being an elderly is not easy. My daily routines are taking longer day by day.
2	Can you explain what kind of routines are taking up more time?
3	Mostly functionalities around personal affairs, such as managing my finances that takes up extraneous efforts nowadys. 
4	When do you usually use self-service banking or ATM services?
5	I still use ATM or Online Banking regurlarly to carry out any procedures regarding financial operations.
6	That's impressive!
7	Yes. But I still need support and advice most for handling bills and documenting my expenses properly nowadays.
8	Why not upscale your knowledge by doing free finance related courses across various
9	--------------------
10	How have you been lately?
11	Oh, pretty good. Just busy with my daily life.
12	Sounds interesting. What kind of activities keeps you busy lately?
13	Well, In terms of financial major life areas, Saving money becomes tricky these days since I cant go anywhere. 
14	I see, how do you plan yourself these days for saving money during the pandemic lockdown Situations?
15	Usually, As typical day major life events Maintain a bank accounts happens automatically, so during this pandemic situation I initiated having regular video meetings with Retirement and earnings maximally consultants virtually.
16	That's a good initiative. Have the councils helped you in identifying some Possible other Income Stabilizing options besides usual way?
17	Yes
18	--------------------
19	Hey, how was your day, been up to anything?
20	Oh, not much really, just scrubbing around the house like usual.
21	It sounds like you’re keeping busy regardless.
22	Yes, I like to take breaks during my days if time stands to watch movies.
23	The movies sure sound therapeutic.
24	I’ve always enjoyed the cinema. I often feel nice to treat myselfto appreciate gratitude.
25	Have you yet reserved getting your television or signed with another provider only once quoted you mention before?
26	Mandy often resolves technical posttest mind dish organizing bills. Combining all events of my own takes absolutely too much effort along combining enough of addressing addressedsocietal non-Anglo
27	--------------------
28	What did you do today?
29	Oh, just like every day, woke up early, had breakfast, washed some clothes, and paid the electric bill at the bank.
30	How often do you pay the bills?
31	Every two months, it's easier for me to remember the date.
32	Do you pay them in cash or do you use a card?
33	Nowadays, I only use my cards. I deposit all retirement payouts quite three decades back. 
34	Where do you deposit your money, at an authorized bank or a money changer?
35	Oh, I have a current account with one bank. Nothing competitive really....but I guess you couldn't bank of two banker...:|
36	--------------------
37	So how have you been, have you been keeping busy?
38	Oh, well I've been spending most of my time handling my bills.
39	Bills? What kind exactly?
40	Gas, electricity – one or the other always keeps cropping up. 
41	Both major necessities- sounds like quite difficult to cope. But who handles it all then?
42	Me, all obligations pertaining to finances have always been mine—you know living alone kind-of means so.
43	Good job, that these expenses don’t come much higher than bedroom space since saving is another issue. Speaking of saving, do U ever save?!
44	Trying, been limiting and have therefore minimized occurences to dining-stores.So that theres
45	--------------------
46	Hi there! How was your day?
47	It was okay dear. I did go to the bank today. 
48	Oh! why did you go to the bank?
49	I went to withdraw some cash and then, talk to a representative about renewing my debit card. As it has got extended, the details related should sort out too for my monthly pension procedure. 
50	I see. How was transacting at the bank like? Any hassle-free transitions or were there difficult things?
51	My transactions table cleared, only topic was Debit card. Some paperwork went wrong somehow I was irritated a bit otherwise checking cash center on scattered lines was straightforward.
52	 F: That's good to hear! How do arrange
53	--------------------
54	So, what did you do yesterday?
55	I went to the bank.
56	Oh, do you often go to the bank?
57	Once a week, normally to withdraw and deposit cash.
