	utterances
0	Hi, how are you feeling today? Have you done anything interesting lately?
1	Hi there. Good to see you. Well, I attended a friend's daughter's wedding last weekend. It was such a lovely event.
2	That sounds nice. Who got married, and where was the wedding held?
3	Susan. She's my neighbor's daughter. The wedding took place in a little chapel by the lake.
4	Oh, nice. Did you enjoy the ceremony?
5	Oh, yes. Everything was so simple and elegant. I especially liked the bride's gown and her bouquet of sunflowers and peonies. It was quite charming.
6	It sounds like it. Did you get to socialize with the
7	--------------------
8	Hello, it's very nice to see you. What’ve you been doing lately? 
9	Hi. I just attended a couple of charity events this week. 
10	Oh, did you enjoy it? 
11	Yes, very much, I think charities are especially hugely important nowadays, and in seeing good results around some campaigns, it to supports a community sense of cohesion.
12	Totally agree with you. Congrats on getting involved. Can you tell me about the charity event you went to? 
13	It was this organization that sought to combat food scarcity.... It asked for language tutors to come, rent a united space and pay a pass fee—for which amounted to safe home access opportunities among low-income foreignersppl
14	--------------------
15	Hi there! How was your day? 
16	Not bad, thanks. I went to a local charity event in town. 
17	That sounds great! When did it take place? 
18	It was this afternoon, in the community center hall. There were some speeches by the organizers and some local government representatives before the event kick-off. 
19	Wow! Why do you decide to go there? 
20	Oh, well, a friend of mine running a chairty organization in town invited me to join them to help in the fund-collection event. She raised fund to help kids who appreciate science education and give kids from families of disadvantaged background engineering equipment, remote controlled machines and expose transport themselves up-with a health outdoors
21	--------------------
22	Have you been up to anything interesting lately?
23	Oh yes, I have been attending some of the local charities that have been taking place lately.
24	That's great! Which charity do you attend and how often do they host one?
25	Well, I try to attend most of them. By try I mean I prioritize these events, since there are a lot of factors at my old age that can inhibit my going around.``Luckily, Age-friendly initiatives offer me the opportunity of lift and transport services .``
26	That's amazing! Did they had a recent one and how was it like?
27	The most recent one was for earthquake survival strategy coordination in our old-age home and in shelter - It was
28	--------------------
29	What does your usual day look like, these days?
30	Well, about twice a week I head over to the bakery for breakfast, and say howdy to some friends of mine.
31	Sounds lovely. Who are these friends that you meet up with?
32	Well there's Linda from the flower shop and a fellow named Harry who used to work odd Jobs near my place.
33	What specific activities or interests do the three of you have in dealing with a local activity or organization?
34	We all pitch inactive local board membering body, oversee parks, attend gathering honoring service men and women, track holiday meal prepared for Seniors task allocation data & things of that County sort depending on mood!
35	What would
36	--------------------
37	How did you spend your day today? 
38	Oh, it has been quite spooktacular. 
39	Spooktacular? How come?
40	I should have told you it's Samhain today! 
