	utterances
0	Hi, it's great to see you today. How are you doing?
1	Hi. I'm doing okay.
2	You mentioned last time that you have difficulty with your mobility. Can you tell me more about that?
3	Yes, it's been challenging. I find it hard to lift heavy things.
4	When do you experience these difficulties with lifting?
5	It happens mainly in the morning when I try to carry groceries from the shop.
6	Is there anything specific that led to these challenges?
7	Maybe it's because I'm getting old because it was never this hard trying to carry morning groceries.
8	Would you say that abdominal lifts are just as difficult?' 
9	No, abdominal lifts have
10	--------------------
11	Hi there, how's your day going?
12	Not too bad, a little tired from the morning activities.
13	What sort of activities did you do this morning?
14	Well, I woke up and got dressed by walking to the closet for my clothes. I then made breakfast, which involved reaching for a bowl and pouring cereal. I also have to prop up a chair against the wall to give me a place to rest among other things.
15	That sounds like quite a few different tasks that require mobility. Is there any particular one that you find more challenging than the others?
16	 P: Well, sometimes carrying groceries can be difficult even when it's not that far of a walk.
17	I can see how that
18	--------------------
19	How have you been doing lately?
20	I have difficulty with some of these everyday things. 
21	What kind of activities?curious gesture
22	Well, actually when I lift something moderately heavy either up or via bringing it near to me easilytightly—-that’s difficult: such steps could instigate pain and obstructation around shoulder bones..
23	When would your problem begin to appear? When lifting something really heavy above your comehand-length? or nearing the distant-end towards you remain difficultor something different?
24	No, it occur while performing tasks in everyday life:more than hand level-wt item, mostly doing such more frequentlyever small objects produce uncomfortableinstability.
25	--------------------
26	Hi there. How are you today?
27	I am good, just a little tired.
28	That sounds reasonable. Can you share a bit about your daily life and how you perform your tasks?
29	Yes, lately carrying grocery has become really difficult for me.
30	Oh no, I'm sorry to hear that, when do you normally carry groceries? 
31	Twice a week. Every Tuesdays and Fridays. 
32	I see. And how do you usually carry them?
33	I tend to use a paper bag for all my groceries, but this has become more difficult and challenging.
34	Have you thought about bringing reusable bags or dividing your groceries into multiple, lighter weight bags? 
35	--------------------
36	How are you feeling today?
37	Oh, not so good. I have been experiencing difficulties in moving my arms.
38	I see. When exactly did you start having difficulties with your arm mobility?
39	It started last week while I was attempting to move the lightweight curtains in my living space. But then, I good find good support for opening and closing windows equally way that could place my arms furthere away without falling over . 
40	That sounds terrible. Has it happened again then?
41	Yes, few days ago while I was attempting to pick and lift pot when truing on fire having bait steaming. Now lately I started to linger longer with pot on table until it was caoted on. However no one
42	--------------------
43	How are you today?
44	Oh, not bad. And yourself?
45	I'm great, thanks for asking. Could you tell me what you did yesterday?
46	Of course, I woke up early in the morning and got myself out of my bed.
47	How do you manage to do that? 
48	I use the bed rail to pull myself upright then turn my legs to rest them down on the floor.
49	Shower or have breakfast yet? 
50	Not yet. Usually, I put my pull up the bed because is because more comfy to get onto it after a shower but last day I jdecided onto maOnt be on Upwing over my Pull Ups tightly so that it would stay on
51	--------------------
52	Hi, how are you today?
53	Oh, I’m okay. Thank You.
54	I remember we talked about mobility earlier i hope it didn’t cause you difficulties, can you walk normally like you used to do before on daily basis?
55	No I can’t
56	oh no! In what way has your mobility caused difficulties for you? 
57	Sometimes even get out of bed lile I used to is painful, also inability lock my stairs so I can't go search for things if it wasn't at hand-level, lastly, waving in the street level can be surprisingly competitive 
