	utterances
0	What did you have for breakfast this morning?
1	Oh, I had a bowl of oatmeal and a cup of tea. I usually have the same thing every morning.
2	Do you ever meet up with friends during the week?
3	Yes, I try to meet up with my friends at least once a week for tea or lunch. I find it hard to communicate over the phone these days.
4	That's understandable. How do you prefer to communicate?
5	Usually face-to-face. I find it easier to carry on conversations when I can see facial expressions and body language. 
6	Have you considered any alternative communication devices to assist you?
7	I'm really open to anything that will help me, but
8	--------------------
9	How's your day been going, want to tell me a little about it?
10	My day has been quite nice, dear. This morning, I had an appointment with the ENT surgeon.
11	Oh yeah? What happened there? Did everything go well? 
12	Yes, everything went well according to plan. He instructed me to modify some practicing time..
13	What modifications?
14	Every task’s operating time was oversized compared with daily lifestyle business and design everyone did stretch breaks assigned to fitness selections in replacements for settings the time situation seems standard go according that one.
15	--------------------
16	So, how has your day been so far?
17	Well, not bad. Took me longer than usual to read the morning paper.
18	Why is that?
19	I have to hold it closer to my face to read some of the smaller print.
20	That makes sense. Do you have a magnifying glass?
21	Yes, but it's always frustrating to have to stop midway and go grab it.
22	I understand. How else do you communicate throughout your day?
23	Often just small talk with the neighbors - they're friendly and always curious to know want I've been up to.
24	And how does talking with them typically relate to your communication abilities; is it generally comfortable for you?
25	--------------------
26	So, tell me what communication events have happened in your day today?
27	Well, this morning my daughter called me to check on me.
28	That's great. At what time did she call?
29	She called around 10 o'clock in the morning.
30	How did the conversation go?
31	It was nice to talk with her. We talked about our day and she updated me on what her kids have been up to.
32	That sounds like a lovely conversation. Did you have any trouble hearing her on the phone?
33	A little bit. My hearing isn't very good right now, so I had to turn up the volume on my phone.
34	Ah, I see. Did you remember
35	--------------------
36	What did you do today? 
37	I didn't do much, just talked to my grandson over the phone. 
38	Ah, how often do you talk to him? 
39	Usually once or twice a week. 
40	That's nice. Did you have any trouble hearing him on the phone? 
41	Yes, a little. My hearing isn't quite as good as it used to be. 
42	Oh okay. Have you thought about trying hearing aids? 
43	Yes, I'm planning to get some soon. 
44	That'll be helpful. How did the conversation go with your grandson? Did you both talk about anything interesting? 
45	Yes, he told me about his
46	--------------------
47	What have you been up to today?
48	Today? Well, I watched the morning news on TV.
49	Did you have any conversations with friends or family today?
50	My granddaughter called me on the phone during the afternoon and we talked about her studies for a while.
51	How was that conversation? Did you experience any difficulty?
52	No difficulties, but I did have to turn the hearing aid's volume up to hear her properly.
53	I see. And how about any other communication events you’ve had lately? Have you been texting or using any messaging apps? 
54	No, I’m not familiar with those things─ SMS technology surpassed me.
55	Understandable. well then, I noticed your
56	--------------------
57	How's your daily communication going?
58	Oh, um, well, some parts are good I suppose.
59	Can you give an example?
60	Yes, my friend calls me most mornings to check in.
61	That's great. Is this over the phone or video chat?
62	Just on the phone. I'm not good with technology.
63	That's okay, do you have any other instances where communication goes well?
64	Well, I can still write and read, so I can stay in touch with people that way.
65	When do you usually write?
66	Usually in the afternoon when the sun isn't in my eyes.
67	I understand. How is it using writing machines?
68	--------------------
69	Can you tell me about a recent communication event that you had?
70	Sure. Well, just yesterday I was talking to my daughter-in-law on the phone.
71	That sounds nice. What did you talk about?
72	Oh, just catching up, talking about what’s been going on in her life, and updating her about mine.
73	How did you find speaking to her on the phone, was it fast and clear?
74	It was okay. We had some technical difficulty at first, but we managed to make it work in the end.
75	What kind of technical difficulties did you experience?
76	We’ve been having a little bit of trouble with the phone line, so the connection was choppy and
77	--------------------
78	What types of communication events did you have yesterday, Mr.Ms. patient? 
79	Well, I had a phone conversation with my doctor. 
80	How did the conversation go? 
81	It was helpful. The doctor explained my treatment plans and medication options. 
82	That’s great to hear. Did you have any other communication events during the day? 
83	Yes, I received instructions for a new cooking recipe from my daughter over text messages. brief pause Also, I exchanged a few fun WhatsApp messages with a grandchild. But, I wasnt feeling so good yesterday so just rested most of the time. 
84	When did you start using text messaging and online chatting Apps? 
85	--------------------
86	How was your day today?
87	Oh, it was good. I woke up early in the morning and talked to my granddaughter on the phone.
88	Did you find it easy to hear her on the phone or did you need some assistance with hearing devices?
89	Oh yes, I have a hearing aid that works quite well.
90	That's great to hear. Did you also have any in-person conversations today?
91	Yes I did, my friend dropped by in the afternoon for some tea and biscuits. It was so nice to catch up with her.
92	Was it just the two of you, or were other people around as well?
93	No, it was just us. Sometimes it gets hard for me
94	--------------------
95	Hi there! How has your day been so far? 
96	Oh, it's been a regular day.
97	 F: Anything interesting or different happen today? 
98	Yes, I went to the store to get groceries. 
99	That sounds nice! Did you talk to anyone at the store?
100	Yes, I spoke to the checkout cashier. 
101	Great! How did the conversation go? 
102	It went well, the cashier was very polite.It was easy to hear and understand what was being said.
103	That's good to hear.Do you do much more communicating?
104	Yes,me next neighbor always comes in b the evening ohis roommate Judy phones regulary. we likespeaking with
105	--------------------
106	How was your day today?
107	It was okay I suppose, like most days. 
108	What do you usually do during the day? 
109	Well, it's generally pretty quiet. I'll usually read the paper and maybe clean up around the house a bit. 
110	Do you usually get to speak with a lot of people during the day? 
111	Not really, unfortunately. Since my hearing isn't what it used to be, it's harder for me to have longer conversations that intersted me, so I don't often seek out company anymore.
112	Ah I see. Do you use any assistive technology to communicate?
113	absolutely, just this texting screen here :
114	That's
115	--------------------
116	So, how was your morning today?
117	It was good. 
118	Can you tell me what you did this morning exactly? 
119	Well, I woke up at around 7 am. 
120	How did you start your day?
121	I went straight to the bathroom and brushed my teeth. 
122	And did you do anything else beside that?
123	Yes, after that I sat down in the kitchen and ate breakfast. I usually have cereal and fruit. 
124	Did you read or watch anything while you ate breakfast?
125	Yes, I turned on the television and watched news updates while having breakfast.
126	Did you talk to anyone earlier today?
127	Yes, I actually called
128	--------------------
129	Have you been attending any group meetings lately?
130	Yes! I've been attending choral symphony every Saturday afternoon.
131	That sounds fun! When does it usually start and how do you get there?
132	It starts at 2 p.m. and I gradually reach out to my friend they help dictate the bus numbers .
