	utterances
0	How are you doing today? 
1	I'm pretty tired actually. 
2	What have you been up to? 
3	Getting myself set up at the retirement village. 
4	How has the experience been so far? 
5	Lots of adapting to do. people introduce themselves, and their life stories, good distracts even though we're braced it mandatory feelings. good difficulties ones vice versa underpinning ability discomfort put humour humour order generally hold water towards holding social structures offer treatment paramount much ongoing needed 
6	I'm not sure I quite understand. Can you tell me more about your difficulty with communication? 
7	It's hard for me being a social person, things seem a tad mechanical or robotic
8	--------------------
9	Can you tell me about a communication event that happens frequently every day? 
10	Oh, yes. I usually call my granddaughter after dinner.
11	How do you usually communicate with her?
12	I use the telephone. 
13	That's great! Do you find the telephone easy to use?
14	Oh, I remember the first time I used it, it was pretty hard. But now, I am used to it and I really appreciate being able to hear my granddaughter.
15	Oh, that's lovely. What kind of things do you and your granddaughter talk about?
16	We usually talk about what we’ve done during the day. She is attracted by everything around her, and she openly shares this enthusiasm to
17	--------------------
18	So, how was your day today?
19	It was good, as usual. 
20	Interesting, what activities did you enjoy today?
21	I like sitting in the garden of this nursing home.
22	How does the soothing environment change how you feel? 
23	I communicate better when there are not many things distorting my ability to listen or make sense of conversations; the picturesque nature makes me excited about life.
24	That sounds nice, I would ask 'con-what senses does it engageactivity he responds initiated: visionsjoints, translating memories, resolving problems and controlling effect' but we only have a certain number of strict;y gutoopye countfo validate regardless syntax
25	It locks memories long
26	--------------------
27	So, how's your daily life going- any interesting events?
28	Oh yes, actually, I've had occasional phone calls with my grandkids in the mornings.
29	That's wonderful to hear. How do you stay in touch? Would listening to them prerecorded be the kind of feeling that is unprecedented?
30	Yes! They text beforehand some needed information on how to locate the connected automatic recording volume call ability instruments on smart phones or other online computers browsers, add in additional guides to help my want or inquiry priorities between our technological devices in strength for video conferencing upkeep agency availability instant content
31	I see. And what kind of conversations do you usually have with your grandkids during your calls?
32	We
33	--------------------
34	So, tell me, have you been using any form of communication to keep in touch with your loved ones lately?
35	Yes, every morning, I make a phone call to my daughter.
36	That's great to hear! How do you activate the speaker on the phone?
37	I just hold the phone closer to my ear so I can follow the conversation easily.
38	Hmm, but isn't that hurting your neck ? 
39	Actually it doesn’t. Although, I hold usualsed to up against my ear when hearing over a dozen years but modern technology helps clear sounds.
40	Ahh, I see. And how long do you usually speak with your daughter every day?
41	Just for a few
42	--------------------
43	How was your day today?
44	Oh, it was alright. Got up and had some breakfast.
45	Did you have any conversations at breakfast?
46	Not really, just kind of kept to myself.
47	Did you encounter anyone on your way to the mailbox?
48	Yes, my neighbor was outside and we waved hello.
49	Were you able to exchange any words with her?
50	Just a quick hi and have a nice day.
51	Did you go out to run any errands today?
52	No, I stayed in most of the day.
53	Did you speak with anyone via phone or text?
54	Yes, I chatted a little with my granddaughter over text.
55	--------------------
56	Have you attended any events recently?
57	Yes, I visited the museum.
58	When did you go there?
