	utterances
0	How did you sleep last night?
1	Not too bad. Can't lay on my side, so it's either on my back or on my stomach.
2	I see. How do you usually get out of bed in the morning?
3	Well, I usually need some assistance 
4	F. Okay, what kind of assistance do you need?
5	I have this bar next to my bed, so I can pull myself up into a sitting  position. Then I usually sit on the edge of the bed for a moment.
6	That sounds quite comfortable. What types of activities do you find difficult to do at your current mobility level?
7	Unfortunately, when I'm outside I can’t really climb up
8	--------------------
9	Hi there! How has your day been so far?
10	Oh, it has been quite challenging for me.
11	I'm sorry to hear that. Can you tell me more about it?
12	Well, because of my age, I have trouble with doing a few things - in particular, yesterday I needed to clean the basement, which required getting up from a chair multiple time due to many stuff being there. 
13	Does that usually difficulty two you experience getting up, standing? Could you explain how that difficult?
14	Yes usually running running unbalances me. Every towards minute, if I haven't giving myself time regular muscle charges becoming chance offers me pain, Furthermore I start to tent to broader so generally feel
15	--------------------
16	How has your day been? 
17	It's been okay, I guess. 
18	Did you have any difficulty getting out of bed this morning? 
19	No, I usually get up pretty easily. Sometimes my knees hurt a bit when I stand up though. 
20	How about using the bathroom? Any issues getting up from the toilet or getting on and off? 
21	Actually, it can be hard to get up from the toilet. It's lower than I'm used to and everything feels stiff. It's easier to use the rails on the sink or walls to pull myself up. 
22	What about getting dressed? Any difficulty there? 
23	Putting on pants is the hardest part. Sometimes
24	--------------------
25	Hey, how are you doing today?
26	I'm hanging in there. Just been struggling with mobility recently.
27	Oh no, what seems to be happening?
28	Well, I've been having trouble getting in and out of my car.
29	Is it mostly when you're getting in, or getting out?
30	It's typically when I'm trying to get out of the car, especially when parked in a lot uphill or downhill. 
31	That sounds tough. Has this been a recent issue, or have you been experiencing it for a while?
32	The issue kinda came and went over the years but got gradually hindersome recently. 
33	Have you found anything that helps cope? 
34	--------------------
35	Hey, how's your day been so far?
36	Just a regular day for me.
37	F. That sounds good! Can you tell me a bit about how you move around your house throughout the day?
38	Sure. I usually start by getting out of bed in the morning, which takes some effort, but I manage.
39	Do you ever feel unsteady getting up from bed?
40	Sometimes, yeah. That's why I like to use my walker to keep me stable.
41	Ah that makes sense. How do you usually get around the house from there?
42	Well, I typically use the walker to move around inside. When I get to the kitchen, I usually sit on a chair while I make
43	--------------------
44	Hi, how has your day been?
45	Oh, just same as usual. Struggling with my mobility!
46	Oh, I'm sorry to hear that. Can you tell me more about what has been giving you trouble with your mobility?
47	Yes, getting up from the chair or sofa has become quite difficult now. It usually takes me a few tries before I can get up. The left knee is causing me problems.
48	I understand. How often do you feel pain when getting up?
49	Mosty whenever I try to initiate this context. It mostly happens like in the evening, not quite a few times during sunset drive walk when moving might cause myself trouble.
50	So, which steps, if
51	--------------------
52	How has your day been going so far, did you experience any difficulties with mobility events?
53	Yes, actually, it happened when I was washing my dishes in the sink just after breakfast. 
54	I'm sorry to hear that. Can you tell me more about the kind of problem?,
55	As I reached for a plate on the top shelf, my legs cramped up and I temporarily lost control of them rendering it challenging to retain balance.
56	Oh man, that sounds painful. Has it happened to you before? 
57	Yes and no. I double-sided whether the behavior might or may not turn out- developed together, therefore tightening them - grip may slip out, I struggle to the physical cross every few movements
58	--------------------
59	How often do you typically get up from a chair and lie down on a bed?
60	Twice a day, every time after lunch and before bed.
61	Do you have any difficulties or pain during this event?
62	Yes, I usually walk with my cane to support me when I stand up from the chair. And I feel fatigue when I lie down onto the bed. 
63	Do you mind sharing how often you need to get in and out of sitting during the day?
64	 P:  Well, every day when I need using the coimmodes or other assistive bath facilities loacetd qlittlea eawy from rolkm. Do you resloe taht they right toaed corainhg p
65	--------------------
66	How was your day today? 
67	Well, somewhat challenging, as usual. 
68	What made it difficult? 
69	Oh, just the bustling around during this time, especially in my apartment. 
70	What were you specifically struggling with today? 
71	You know, when I am out, my balance often feels off lately. 
72	Can you describe when and where it commonly occurs? 
73	When I find myself getting on and off the DoD shuttle; As soon as I have difficult moving up the steps, usually ... while congregations are some noisy. 
74	How about challenges inside your quarters living? 
75	Mainly situated situations occur of my headaches change position suddenly & I
76	--------------------
77	How's your day so far, Jane?
78	It's been quite a challenge, Richard.
79	Can you tell me more about it?
80	Well, I usually have no problem moving around outside of the house. But today, I can't even ascend or descend down stairs without significant pain on my knees.
81	Oh, I am sorry to hear that. Can you describe to me when does the event happen?
82	It usually happens when I bend or flex my legs around more than a certain range.
83	How about when you are sitting down, do you find it easy and comfortable?
84	Not really. Because after being stationary for a long period of time, like 30 minutes in the car,
85	--------------------
86	So, how's your day been going?
87	It's been alright, got up this morning and spent some time on the couch.
88	Oh, is it difficult for you to get up and move around?
89	It's a bit challenging, but I can manage.
90	That's good. Do you have problems when walking?
91	Oh yes, my back pain acts up from time to time, sometimes causing a bit of difficulty.
92	That sounds painful. What are some common mobility events that you experience?
93	Well, getting up from a chair to grab something goes wrong from time to time. Since rides are hard for me and mean if in not comfortable which slows me down throughout the consequences of hard
94	--------------------
95	Hello! How are you doing today?
96	I'm quite all right. Getting on with things as usual, seems to get harder every day to do such simple things though!
97	Sorry to hear that. May I ask what you find more difficult lately?
98	Oh most things but particularly anything that has to do with mobility strains me physically.
99	I see. Can you tell me more about what activities strains you physically?
100	Recently just lying down on my bed, took much perseverance. Just today, I had a hard time walking into my room.
101	That does sound like suck a huge stride you had to go through. Do you perhaps find comfortable getting off the chair as well?
102	Actually yeah it
103	--------------------
104	How's your day been friend?
105	It's been fairly average, just trying to deal with these mobility limitations.
106	I can understand that life can be more difficult when you have limited mobility. Are there any particular struggles that you face at follow:: walk times?
107	Right. I have difficulty significantstating up and down from a chair these days.
108	That isn't uncommon with limb disability. May I ask exactly how socialhrimpthe time signifiesred, h
109	I often find the alternative significantlylowering down only landing me further compromisesdamage up over time due followedtyjs over crowen efforts over numerous predicaments yousee..
110	--------------------
111	Hi there! How has your day been so far?
112	Not too bad, just a little tired. 
113	Oh, what have you been up to? Any usual tasks that require any mobility that was more physical? 
114	There has been a bit today, actually. I like to spend some time in the mornings busy in the garden.
115	Sounds like some fresh air in the beautiful day! Can you describe an example of a certain event that had happened in the garden?
116	One is when neatly plowing some lands with heavier soil around.⠀⠀
117	Plowing *that means quite the cardigan could especially challenging outdoor work.*
118	It certainly requires some physical efforts; planting each sap a story
119	--------------------
120	Hi, how are you doing today?
121	I'm alright today. It's been rough recently with getting around.
122	Is there anything specific that's been bothering you?
123	It's been difficult getting up out of my chair lately. And needing someone's help to get up all the time is frustrating.
124	I'm so sorry to hear that. Can you tell me how often it occurs?
125	It usually happens when I've been sitting too long, like after sitting for an hour.
126	In what sense has it been difficult to get yourself up? Have you felt unsteady or had difficulty pivoting?
127	I just feel a bit rigid and stiff when I try to lift myself and my weakened bones
128	--------------------
129	Can you tell me about a mobility event that happens frequently for you?
130	Oh sure. Getting in and out of bed. It's become quite a hassle as I’ve gotten older.
131	That sounds difficult. Could you describe how you do it?
132	First, I sit on the edge of the bed and lean forward a bit, then I put both hands on the mattress carefully. After that, I use both feet to push on the ground, while I’m pushing up with my hands rollingswinging momentarily towards the siden where the floor is. Finally,again I push some more until my seat completely overtop of my edge of bed. 
133	That must take a lot out of you. When do you
134	--------------------
135	Can you tell me about your daily routine? How do you usually spend your day?
136	Well, I usually wake up around 8 o'clock in the morning, get out of bed and perform my morning hygiene routine.
137	Sounds good. Do you need any assistance with the restroom or showering?
138	Yes, I do need some help getting in and out of the shower. Sometimes, even getting in and out of the bathtub can be challenging.
139	I can understand. And after hygiene, do you have to perform any other activities?
140	Yes, I try to keep myself active during the day. Even taking a walk inside the house not only helps me in maintaining mobility but also boosts my mood. But walking
141	--------------------
