	utterances
0	How was your day, by the way?
1	Not bad, but my neighbor is really difficult to deal with.
2	What makes you say that?
3	Well, she's really demanding and won't give me any space.
4	Hmm, that must be frustrating. How do you usually handle it?
5	I try to avoid her as much as possible, but sometimes you can't avoid it.
6	Have you tried to talk to her about it?
7	Yes, on several occasions actually. But she seems to completely dismiss everything I say.
8	That sounds tough, perhaps you could also involve a third party like a mediator to help resolve the issue?
9	That's a good idea. I'll
10	--------------------
11	How has your day been so far?
12	Not too bad, thank you for asking.
13	Did you do anything interesting today?
14	Yes, I was talking to my next-door neighbor.
15	oh, how was your conversation?
16	It was fine until we started talking about politics.
17	That can be a touchy subject. What happened?
18	We have different opinions and things started to intensify really fast. 
19	How did you handle it?
20	I tried to keep my voice low and calm down. However, we still ended up disagreeing and ending the conversation.
21	Well, handling disagreement in discussions can be a good way to practice keeping tensions low.
22	Yes,
23	--------------------
24	What did you do yesterday, Mrs. Johnson?
25	Yesterday was a busy day for me. My neighbor asked me to water her plants while she's out of town, so I went to her house in the morning.
26	That was kind of you. Did you have a chance to interact with anyone else during the day?
27	Yes, I stopped by the supermarket on my way home. While I was standing in line I saw a lady I used to know from church, so we chatted a little bit.
28	That must have been nice to catch up with her. Were there any challenges when you were talking with the lady?
29	Well, she was asking me about some recent events in the church, but
30	--------------------
31	How was your day today? Anything interesting happen?
32	It was a decent day. Nothing interesting, really.
33	I see. Well, how about yesterday? Anything noteworthy?
34	Actually, I went for a walk in the park.
35	Oh, that's nice! Did anything interesting happen while you were there?
36	There was an unruly child who was aggressively pushing past everyone on the busy footpath.
37	That must have been frustrating. How did you handle it?
38	I simply kept a safe distance and chose another path.
39	That seems like a wise decision. Anything else happen whileyouwere on your walk? 
40	Not really but did see another senior pakrer singing along with
41	--------------------
42	Can you tell me more about your day today?
43	I am always in the room. No one speaks with me, and I don't want to bother them.
44	That sounds difficult for you.
45	Sometimes I try to say hello to people but they seem too busy or don't hear me.
46	Has this been happening frequently?
47	Every time I leave my room, really. I am used to it.
48	I'm sorry to hear that. Have you mentioned this to anyone here before?
49	Yes, many times. But the response was always a confused look on their face and saying they will do something about it. But it never changes.
50	That must be disappointing. Have you
51	--------------------
52	How are you feeling today?
53	Oh, not too bad, thanks for askin'.
54	That's good to hear. Tell me, have there been any events in your daily life that challenged your abilities to interact with others?
55	Yes, take yesterday for instance. I had lunch with some old buds from work after a long while being apart from them. They were joking and laughing around like before, but some of their language left me feeling left out. 
56	What kind of language did they use that impacted you negatively?
57	It seemed injurious to minority groups that I belong to, which made me feel uncomfortable joining in their exchanges so often like we did at one time
58	That must have felt
59	--------------------
60	Hey, how was your day today? 
61	It was alright, nothing special.
62	Did any interesting interactions happen that you want to tell me about? 
63	Well, not particularly. I did go to the grocery store and the cashier was really friendly.
64	That's nice, how did you interact with them? 
65	I just made small talk and smiled. They asked me how my day was going and I answered. It was a small interaction but it made me feel good. 
66	That's great. Have you been experiencing any conflict with anyone lately? 
67	Actually my grandchild and I had a little disagreement the other day. 
68	Oh no, what happened? 
69	--------------------
70	How are things going with you?
71	Oh, hi. It's been tough these days.
72	What happened?
73	Yesterday, I went out to buy some groceries, but people seemed to block me.
74	Hmm, how is your communication with people usually like?
75	Well, generally I can communicate in a friendly and kind manner with others, but yesterday they refused to listen to my thought.
76	Maybe the other side has a special encounter. Did they share why this was happening?
